author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/307505747/;Лобня};sale;flat;10;12;1;55.0;32500000;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
СК10;developer;https://rostov.cian.ru/sale/flat/305717857/;Лобня};sale;flat;21;25;1;37.39;5565839;Кировский;;;;Культура ЖК
Romanov Estate;real_estate_agent;https://www.cian.ru/sale/flat/306373900/;Лобня};sale;flat;13;30;1;93.8;28999999;Щукино;проезд 4-й Красногорский;;Стрешнево;Moments
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298036735/;Лобня};sale;flat;4;24;1;40.4;10036000;Центр; Большакова;66;Геологическая;RedRock
Доступный дом;real_estate_agent;https://www.cian.ru/sale/flat/293926786/;Лобня};sale;flat;3;17;1;35.4;14990000;; Эдварда Грига;15;Потапово;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298038407/;Лобня};sale;flat;2;16;1;55.9;21462000;Центр; Февральской Революции;21;Динамо;19/05
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308931688/;Лобня};sale;flat;5;6;1;35.0;10100000;Адлерский;переулок Демократический;4;;
НВМ;developer;https://krasnodar.cian.ru/sale/flat/307996515/;Лобня};sale;flat;7;18;1;34.21;6670950;;;;;Народные Кварталы
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308226210/;Лобня};sale;flat;4;6;1;37.0;14560000;Адлерский;Веселая ;82/1;;Green Sail Park
Садовое кольцо;developer;https://kazan.cian.ru/sale/flat/308626955/;Лобня};sale;flat;10;24;1;45.8;15809922;Ново-Савиновский;;;Козья слобода;Савин Фемили ЖК
Гранд Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/308830155/;Лобня};sale;flat;6;10;1;31.7;7340000;Хостинский; Мацестинская;17/1;;
ИНСИТИ девелопмент;developer;https://krasnodar.cian.ru/sale/flat/308023443/;Лобня};sale;flat;13;24;1;44.38;6512038;;;;;Микрорайон Любимово
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/247945326/;Лобня};sale;flat;23;26;1;37.0;10000000;Центральный;Пластунская ;123Ак2;;Раз Два Три
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298221123/;Лобня};sale;flat;25;25;1;37.2;7861500;Чкаловский; 8 Марта;204Д;Чкаловская;Ботаника LIFE
ID 13044325;unknown;https://www.cian.ru/sale/flat/308859379/;Лобня};sale;flat;22;32;1;37.35;17780000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/308339502/;Лобня};sale;flat;21;22;1;34.4;5105550;Прикубанский; Конгрессная;43;;Отражение
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/304113286/;Лобня};sale;flat;8;10;1;28.0;10350000;Адлерский; Ленина;280А;;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/303395042/;Лобня};sale;flat;2;25;1;30.4;6288000;Орджоникидзевский;;;Машиностроителей;Основинские кварталы ЖК
DOGMA;developer;https://krasnodar.cian.ru/sale/flat/305421053/;Лобня};sale;flat;2;18;1;38.3;5162840;;;;;Парк Победы - 2
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307986637/;Лобня};sale;flat;11;14;1;35.0;13900000;Раменки;1-й Сетуньский проезд;10;Кутузовская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304572948/;Лобня};sale;flat;3;14;1;39.0;9300000;Ново-Переделкино; Шолохова;2;Новопеределкино;
ID 120593210;homeowner;https://kaliningrad.cian.ru/sale/flat/306128381/;Лобня};sale;flat;14;14;1;61.6;8300000;Ленинградский; 9 Апреля;102;;
ID 96941193;homeowner;https://novosibirsk.cian.ru/sale/flat/308112551/;Лобня};sale;flat;3;10;1;34.3;4199000;Ленинский;Троллейная ;7;Площадь Маркса;
Виктория Грудько;realtor;https://www.cian.ru/sale/flat/308153896/;Лобня};sale;flat;4;8;1;33.0;12800000;Теплый Стан;Профсоюзная ;136К4;Коньково;
Евгений Шумилов;realtor;https://spb.cian.ru/sale/flat/305907207/;Лобня};sale;flat;16;28;1;33.0;7199000;Выборгский;Заречная ;11к6;Парнас;Три апельсина
Ирина Василевская;realtor;https://www.cian.ru/sale/flat/272828990/;Лобня};sale;flat;6;17;1;38.0;9350000;; Авиаконструктора Петлякова;7;Пыхтино;Солнцево парк
Rich Life;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/305867178/;Лобня};sale;flat;3;10;1;36.2;2900000;Дзержинский; Панина;56;;
ID 96167522;realtor;https://www.cian.ru/sale/flat/299789842/;Лобня};sale;flat;9;9;1;36.9;8850000;Люблино; Верхние Поля;27С2;Братиславская;
Антон Белов;realtor;https://www.cian.ru/sale/flat/297215041/;Лобня};sale;flat;13;14;1;39.0;17600000;Таганский;переулок Ковров;1;Москва-Товарная;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301042658/;Лобня};sale;flat;24;79;1;72.0;70000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
SaFri;real_estate_agent;https://spb.cian.ru/sale/flat/308830127/;Лобня};sale;flat;8;9;1;43.7;18135500;Петроградский;Петровский проспект;24к3;Крестовский остров;Петровская ривьера
Иван Музалевский;realtor;https://balashikha.cian.ru/sale/flat/301875482/;Лобня};sale;flat;7;16;1;42.3;7250000;; Юбилейная;4к5;Железнодорожная;
ТСН Владис;real_estate_agent;https://korolev.cian.ru/sale/flat/307304400/;Лобня};sale;flat;3;5;1;31.2;4400000;;Советская ;34;Медведково;
AVA;developer;https://krasnodar.cian.ru/sale/flat/303889085/;Лобня};sale;flat;2;12;1;41.6;6647680;мкр. 9-й километр; Ярославская;115к2;;Небо
ТСН Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/304384217/;Лобня};sale;flat;14;17;1;45.3;7349000;; Твардовского;26;Кучино;
ID 883747;unknown;https://krasnogorsk.cian.ru/sale/flat/308858112/;Лобня};sale;flat;5;10;1;48.8;8100000;;Строительная ;5;Павшино;
НВМ;representative_developer;https://krasnodar.cian.ru/sale/flat/308001539/;Лобня};sale;flat;5;7;1;42.7;5978000;;;;;История 2
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303071841/;Лобня};sale;flat;19;32;1;32.2;25000000;Пресненский;Шмитовский проезд;39к2;Шелепиха;Headliner
RBI;developer;https://spb.cian.ru/sale/flat/304071206/;Лобня};sale;flat;4;16;1;35.5;11415384;Выборгский;Шувалово-Озерки;;Проспект Просвещения;Струны
AVA;developer;https://krasnodar.cian.ru/sale/flat/302609050/;Лобня};sale;flat;2;22;1;49.7;9825690;мкр. Аврора; Имени Дзержинского;95;;AVrorA
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/308605254/;Лобня};sale;flat;13;41;1;43.0;23900000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
Барокко;real_estate_agent;https://spb.cian.ru/sale/flat/307310259/;Лобня};sale;flat;11;15;1;36.3;8200000;Приморский;Комендантский проспект;23к1;Комендантский проспект;
Первостроитель;developer;https://ekb.cian.ru/sale/flat/297114709/;Лобня};sale;flat;2;24;1;31.3;7936000;Кировский; Мира;47/7;Геологическая;Проспект Мира. Компаунд
Этажи Москва;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/306414696/;Лобня};sale;flat;6;9;1;42.2;8670000;; Алексеевская;3;Аникеевка;Опалиха Парк
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/306693359/;Лобня};sale;flat;4;15;1;32.4;14000000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
Светлый;developer;https://krym.cian.ru/sale/flat/308441444/;Лобня};sale;flat;3;3;1;40.9;7362000;Саки; Заводская;62;;Новый берег
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/308223929/;Лобня};sale;flat;10;16;1;63.0;12500000;Центральный; Парковая;5;;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/307819904/;Лобня};sale;flat;3;17;1;38.7;13400000;Северное Медведково;Полярная ;52К1;Медведково;
Северная Компания;developer;https://ryazan.cian.ru/sale/flat/303065626/;Лобня};sale;flat;2;16;1;26.7;3650200;Московский;;;;Бирюзова Парк ЖК
ID 115101461;homeowner;https://kotelniki.cian.ru/sale/flat/300523277/;Лобня};sale;flat;16;18;1;45.0;10550000;; Кузьминская;5к1;Котельники;Котельнические высотки
Наталья Симагина;realtor;https://spb.cian.ru/sale/flat/306602700/;Лобня};sale;flat;3;5;1;58.0;22900000;Центральный;Кавалергардская ;5;Чернышевская;
Sea Invest;representative_developer;https://krym.cian.ru/sale/flat/305502980/;Лобня};sale;flat;7;8;1;38.68;11039510;;;;;Долина Роз
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/293545584/;Лобня};sale;flat;19;23;1;36.4;8800000;Приморский;Лыжный переулок;4к3;Беговая;Геометрия
Дача Штейнгольца;real_estate_agent;https://krym.cian.ru/sale/flat/265824970/;Лобня};sale;flat;1;12;1;17.2;2990000;Партенит пгт; Прибрежная;7;;
Альянс;developer;https://rostov.cian.ru/sale/flat/292933861/;Лобня};sale;flat;4;7;1;48.74;23395200;Кировский;Социалистическая ;118;;Дом-резиденция Собрание
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/307659959/;Лобня};sale;flat;2;10;1;46.7;14477000;Приморский;Фермское шоссе;12Б;Удельная;
ID 15065491;homeowner;https://krasnodar.cian.ru/sale/flat/307426390/;Лобня};sale;flat;7;14;1;48.0;5250000;мкр. Комсомольский;Сормовская ;181;;
ФСК;developer;https://kazan.cian.ru/sale/flat/307682268/;Лобня};sale;flat;5;7;1;26.4;3982757;;;;;ФоРест
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/306780674/;Лобня};sale;flat;1;25;1;30.4;7800000;Приморский;Парашютная ;65;Комендантский проспект;Шуваловский
ЕОН Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/307325534/;Лобня};sale;flat;3;5;1;27.7;4100000;Колпинский;Павловская ;76;Шушары;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/295341502/;Лобня};sale;flat;3;4;1;34.85;6586650;;;;;Новый свет
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/297792239/;Лобня};sale;flat;14;17;1;39.0;16000000;Хостинский; Депутатская;10Дк1;;
НДВ;real_estate_agent;https://mytishchi.cian.ru/sale/flat/302968129/;Лобня};sale;flat;1;4;1;36.3;5450000;д. Аксаково; Слободская;4;;Федоскинская слобода
ПИК;developer;https://vladivostok.cian.ru/sale/flat/304311878/;Лобня};sale;flat;2;24;1;33.9;5639434;Первореченский;;2;;Снежный парк ЖК
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307430903/;Лобня};sale;flat;4;15;1;53.36;13950000;; Татьянин Парк;16к1;Говорово;
ID 120058243;homeowner;https://ramenskoye.cian.ru/sale/flat/305600116/;Лобня};sale;flat;4;9;1;37.7;4800000;Центральный;Бронницкая ;15;Раменское;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302688605/;Лобня};sale;flat;2;4;1;34.7;3921100;;;;;ДзенПарк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293718260/;Лобня};sale;flat;5;6;1;43.0;26900000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
MR Group;developer;https://www.cian.ru/sale/flat/308802713/;Лобня};sale;flat;2;46;1;34.8;16375836;Даниловский;;;Павелецкая;Павелецкая Сити ЖК
AVA;developer;https://krasnodar.cian.ru/sale/flat/302609577/;Лобня};sale;flat;2;16;1;40.0;5280000;;;;;Зеленодар
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301042655/;Лобня};sale;flat;30;79;1;78.0;92880000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Елена Гореликова;realtor;https://khimki.cian.ru/sale/flat/305791922/;Лобня};sale;flat;13;15;1;26.8;5500000;Велтон Парк Новая Сходня мкр; Беговая;12;;Wellton Park Новая Сходня
AVA;developer;https://krasnodar.cian.ru/sale/flat/307879812/;Лобня};sale;flat;4;21;1;51.13;6478171;мкр. ХБК;Уральская ;100/8;;Режиссёр
Евгений Белокуров;realtor;https://www.cian.ru/sale/flat/306602662/;Лобня};sale;flat;4;23;1;41.8;20850000;Свиблово;Сельскохозяйственная ;38к2;Ботанический сад;LIFE-Ботанический сад
КАПИТАЛ;real_estate_agent;https://spb.cian.ru/sale/flat/303753408/;Лобня};sale;flat;6;13;1;41.2;12400000;Московский;Кузнецовская ;58к3;Парк Победы;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303122639/;Лобня};sale;flat;2;9;1;67.3;22222460;Советский;;;Суконная слобода;Мифы ЖК
ID 102818507;homeowner;https://odintsovo.cian.ru/sale/flat/301776016/;Лобня};sale;flat;33;33;1;44.1;8700000;Новоивановское рп;Можайское шоссе;55;;Западные Ворота Столицы
Андрей Вдовин;realtor;https://www.cian.ru/sale/flat/278701200/;Лобня};sale;flat;2;15;1;31.9;11758286;Хорошевский;Ходынский бульвар;2;ЦСКА;Лайнер
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298037403/;Лобня};sale;flat;20;25;1;31.2;4525200;; Бочкарева;;Чкаловская;Старт
ID 80865748;unknown;https://spb.cian.ru/sale/flat/308187046/;Лобня};sale;flat;6;8;1;58.3;25652000;Петроградский;проспект Малый Петроградской стороны;79-81-83;Петроградская;
VEREN GROUP;developer;https://nn.cian.ru/sale/flat/307110202/;Лобня};sale;flat;2;17;1;50.67;14371953;Нижегородский;;;;Верен Плейс Одесская ЖК
Неометрия;developer;https://sochi.cian.ru/sale/flat/308286114/;Лобня};sale;flat;11;17;1;21.0;9905700;Адлерский;;;;Лестория
Эрмитаж Галерея Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/306286389/;Лобня};sale;flat;15;18;1;49.8;13600000;Приморский;Яхтенная ;3к2;Беговая;Золотая гавань
Интергрупп;developer;https://spb.cian.ru/sale/flat/300486334/;Лобня};sale;flat;4;9;1;32.44;5122600;Колпинский;Заречье тер.;;Рыбацкое;Квартал Заречье
ИНАЧЕ;developer;https://krasnodar.cian.ru/sale/flat/300885544/;Лобня};sale;flat;2;18;1;35.72;5414020;;;;;Иначе в Молодежном
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/301078527/;Лобня};sale;flat;4;5;1;47.0;41600000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
BERI;real_estate_agent;https://www.cian.ru/sale/flat/305730509/;Лобня};sale;flat;5;9;1;36.8;17810000;Хорошевский; Куусинена;6К13;Полежаевская;
География;developer;https://tyumen.cian.ru/sale/flat/304274643/;Лобня};sale;flat;2;17;1;42.95;6620000;;;;;Дивный квартал у озера
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308760982/;Лобня};sale;flat;5;24;1;39.1;19800000;Фили-Давыдково; Герасима Курина;18;Славянский бульвар;
Партнер;developer;https://tyumen.cian.ru/sale/flat/297836341/;Лобня};sale;flat;2;4;1;32.0;4750000;с. Ембаево; Бульварная;;;Ритмы
Русский Фонд Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/308423325/;Лобня};sale;flat;13;16;1;35.0;3500000;;шоссе Дорога Жизни;7к2;Ладожская;Северный Вальс
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/304980086/;Лобня};sale;flat;5;12;1;29.6;12156720;Адлерский; Искры;66/9с4;;Флора
TOP GRADE ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/304796564/;Лобня};sale;flat;7;12;1;39.22;6390000;; Романовская;2;Девяткино;ID Murino II
LAR Development;developer;https://spb.cian.ru/sale/flat/305427246/;Лобня};sale;flat;3;4;1;36.32;13581865;Курортный;;;;Ранта Резиденс
Этажи Москва;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308675651/;Лобня};sale;flat;1;3;1;33.6;4800000;;;;;
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/296200136/;Лобня};sale;flat;3;22;1;32.01;4520000;;;;;Беринг
Екатерина Беспалова;realtor;https://khimki.cian.ru/sale/flat/303458446/;Лобня};sale;flat;21;25;1;41.4;8500000;;Молодежная ;74;Молжаниново;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/305023497/;Лобня};sale;flat;5;15;1;29.5;14997800;Адлерский;;;;Лестория
ID 81467774;homeowner;https://www.cian.ru/sale/flat/306073042/;Лобня};sale;flat;3;17;1;38.0;13700000;Свиблово;Вересковая ;1К1;Свиблово;
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300939126/;Лобня};sale;flat;9;14;1;37.0;7416000;Приволжский;Ферма-2 жилмассив;;Проспект Победы;Фермаполис
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303016403/;Лобня};sale;flat;12;28;1;45.2;20500000;Даниловский;Автозаводская ;;ЗИЛ;Shagal
ТОЧНО;developer;https://krasnodar.cian.ru/sale/flat/306315038/;Лобня};sale;flat;2;8;1;33.0;8764800;с. Супсех; Аэродромная;;;Хозяин морей
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/283946953/;Лобня};sale;flat;4;6;1;31.4;28500000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/302132053/;Лобня};sale;flat;2;9;1;47.3;56760000;;;;;Поляна Пик
Мой мир;real_estate_agent;https://omsk.cian.ru/sale/flat/308259528/;Лобня};sale;flat;8;10;1;39.5;5300000;мкр. Континентальный;бульвар Архитекторов;4;;
DOGMA;developer;https://krasnodar.cian.ru/sale/flat/305414552/;Лобня};sale;flat;3;24;1;41.8;7335900;;;;;Рекорд
ПИК;developer;https://nn.cian.ru/sale/flat/306920980/;Лобня};sale;flat;22;25;1;34.7;4966506;;;;;Савин парк
ID 6975046;realtor;https://spb.cian.ru/sale/flat/308141587/;Лобня};sale;flat;10;12;1;41.5;4590000;; Шоссе в Лаврики;78к1;Девяткино;
BrokerStreet;representative_developer;https://kaliningrad.cian.ru/sale/flat/306552921/;Лобня};sale;flat;2;7;1;37.0;7400000;Ленинградский;Стекольная ;;;по ул. Стекольная
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/299516730/;Лобня};sale;flat;11;13;1;35.2;5400000;д. Суоранда; Новая;11;;
Доннефтестрой;developer;https://rostov.cian.ru/sale/flat/302340082/;Лобня};sale;flat;22;25;1;33.3;5350000;Пролетарский;Театральный проспект;;;Панорама на Театральном
Влас Жерихов;realtor;https://spb.cian.ru/sale/flat/304794142/;Лобня};sale;flat;1;26;1;38.3;5800000;Невский;проспект Советский;34к3;Рыбацкое;Невские паруса
География;developer;https://tyumen.cian.ru/sale/flat/304271728/;Лобня};sale;flat;2;14;1;36.63;4740000;;;;;Мотивы
ВЫКУП И ТОЧКА;real_estate_agent;https://korolev.cian.ru/sale/flat/301870737/;Лобня};sale;flat;16;25;1;46.9;8200000;;Пушкинская ;21;Медведково;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/304993827/;Лобня};sale;flat;2;4;1;34.0;7310000;Пушкинский;Пулковское тер.;;Звездная;Пулково Lake
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302998066/;Лобня};sale;flat;14;21;1;40.45;6279620;;;;;Микрорайон Образцово
ПОМИДОР-Недвижимость;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/306269700/;Лобня};sale;flat;4;5;1;30.5;3950000;Солнечногорск;переулок Механизаторов;3;;
Деловой Квартал;developer;https://ekb.cian.ru/sale/flat/300548281/;Лобня};sale;flat;8;25;1;43.04;7185120;Октябрьский;;;Ботаническая;Премиум Кварталы Маяковка ЖК
Неометрия;developer;https://novorossiysk.cian.ru/sale/flat/308950659/;Лобня};sale;flat;4;24;1;31.4;6908000;;;;;Облака
Метражи group;real_estate_agent;https://www.cian.ru/sale/flat/305280029/;Лобня};sale;flat;11;12;1;35.0;10200000;Рязанский;1-я Новокузьминская ;14;Рязанский проспект;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301286107/;Лобня};sale;flat;3;3;1;47.7;4841550;Прикубанский; Имени Валерия Вишневецкого;13/3;;Отрада
BERI;real_estate_agent;https://www.cian.ru/sale/flat/307837275/;Лобня};sale;flat;8;9;1;32.3;12860000;Зюзино;Черноморский бульвар;19К1;Севастопольская;
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/304058350/;Лобня};sale;flat;2;15;1;37.8;6082020;Прикубанский; Даниила Смоляна;71к1;;Южане
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/304787065/;Лобня};sale;flat;79;97;1;73.0;72900000;Пресненский;набережная Пресненская;12;Деловой центр;Башня Федерация
ИНСИТИ девелопмент;developer;https://krasnodar.cian.ru/sale/flat/308952771/;Лобня};sale;flat;1;4;1;35.6;4455340;;;;;Микрорайон Новая Елизаветка
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308953364/;Лобня};sale;flat;6;21;1;36.0;15500000;Ховрино;Левобережная ;4к9;Ховрино;
